id,text_length,title_length,quote_symbol_rate,strong_emotion_symbol_rate,source_from_entertainment,title_contains_person
530,3707,12,0.08411801632140616,0.01694915254237288,0,0.0
535,3077,18,0.11353183248608084,0.032679738562091505,0,0.2
544,2596,35,0.14122252333634447,0.032520325203252036,0,0.2
548,1063,11,0.050642479213907785,0.030612244897959183,0,0.0
553,1302,37,0.12007168458781362,0.13709677419354838,0,0.0
558,3876,62,0.1869167869167869,0.023376623376623377,0,0.2
560,2234,32,0.26377952755905515,0.027559055118110236,0,0.2
564,712,30,0.0,0.08196721311475409,0,0.0
565,945,29,0.18677817602548785,0.021505376344086023,0,0.2
566,413,25,0.0,0.2608695652173913,0,0.4
578,980,15,0.0,0.11956521739130435,0,0.0
579,1215,26,0.14596949891067537,0.0,0,0.0
582,135,21,0.0,0.1,0,0.0
586,977,20,0.14261387824606214,0.022988505747126436,0,0.0
589,312,22,0.0,0.0,0,0.0
591,1015,21,0.1442721791559001,0.12790697674418605,0,0.0
599,540,34,0.0,0.05,1,0.6
600,894,30,0.0,0.016666666666666666,0,0.0
609,338,25,0.0,0.07142857142857142,0,0.2
612,5664,28,0.15290818988002086,0.01936619718309859,0,0.0
613,413,25,0.0,0.2608695652173913,0,0.4
615,3900,14,0.0909443474888501,0.031413612565445025,0,0.0
616,2415,13,0.037598204264870934,0.07196969696969698,0,0.0
618,674,20,0.0,0.16176470588235295,0,0.0
619,1923,19,0.05744170096021948,0.004629629629629629,0,0.2
623,1256,28,0.0,0.09183673469387756,0,0.4
624,133,20,0.0,0.16666666666666666,0,0.4
638,1381,15,0.07635327635327636,0.038461538461538464,0,0.2
640,780,22,0.07407407407407407,0.014925373134328358,0,0.0
641,1088,31,0.25925925925925924,0.007462686567164179,0,0.2
644,153,9,0.6203703703703703,0.0,0,0.0
645,2226,31,0.195906432748538,0.03508771929824561,0,0.4
647,1486,35,0.21337579617834393,0.03821656050955414,0,0.0
649,815,28,0.0,0.021739130434782608,0,0.4
652,1071,32,0.4571150097465887,0.13157894736842105,0,0.2
653,147,20,0.0,0.2,0,0.2
654,4,15,,,0,0.0
660,291,19,0.14179894179894179,0.42857142857142855,0,0.0
670,1576,25,0.1586993970714901,0.023255813953488372,0,0.0
673,5586,12,0.07237654320987655,0.03333333333333333,0,0.0
678,699,20,0.0,0.04838709677419355,0,0.0
686,616,35,0.07298474945533769,0.0,0,0.0
699,7176,13,0.18319661943823018,0.03859060402684564,0,0.0
703,453,23,0.0,0.22727272727272727,0,0.2
705,2209,32,0.17413905133203378,0.06140350877192982,0,0.0
706,2235,19,0.013560008095527222,0.01639344262295082,0,0.0
709,1047,32,0.15039281705948374,0.16161616161616163,0,0.0
713,1383,27,0.24814814814814817,0.0,0,0.0
714,608,14,0.07635327635327636,0.07692307692307693,0,0.0
716,2596,35,0.14122252333634447,0.032520325203252036,0,0.2
725,546,36,0.05394524959742351,0.043478260869565216,1,0.2
734,992,31,0.07158119658119659,0.07692307692307693,0,0.6
735,1815,33,0.2213528082072683,0.08450704225352113,0,0.2
740,3124,23,0.10856481481481481,0.015625,0,0.0
741,131,18,0.0,0.16666666666666666,0,0.0
744,2581,32,0.10867802108678022,0.058394160583941604,0,0.0
747,969,28,0.03181386514719848,0.05128205128205128,0,0.0
752,1138,27,0.1654320987654321,0.03636363636363636,0,0.0
758,972,22,0.0783625730994152,0.021052631578947368,0,0.0
762,450,4,0.2255892255892256,0.09090909090909091,0,0.0
767,1911,23,0.13129531648050166,0.042328042328042326,0,0.0
768,6215,35,0.09558299039780523,0.045925925925925926,0,0.0
771,773,28,0.2517444981213097,0.014492753623188406,0,1.0
774,2584,12,0.14888888888888888,0.016,0,0.0
777,1911,23,0.13129531648050166,0.042328042328042326,0,0.0
778,774,35,0.2255892255892256,0.0,1,0.8
789,887,35,0.0,0.2465753424657534,0,0.0
800,599,33,0.13293650793650794,0.16071428571428573,0,0.4
801,1339,17,0.07577042691546508,0.06870229007633588,1,0.4
803,3738,29,0.037598204264870934,0.007575757575757576,0,0.0
807,687,31,0.19694297472075248,0.1111111111111111,0,0.2
811,2261,45,0.19444444444444445,0.09701492537313433,0,0.0
813,240,11,0.0,1.0,0,0.0
821,2397,17,0.07009834693450513,0.03389830508474576,0,0.0
823,350,26,0.13786008230452673,0.0,0,0.0
839,3530,22,0.042470343203839536,0.03178484107579462,0,0.0
849,577,33,0.03877314814814815,0.203125,0,0.4
853,7362,21,0.07407407407407407,0.05970149253731343,0,0.0
855,975,31,0.0,0.07446808510638298,0,0.0
861,1470,33,0.0,0.08465608465608465,0,0.0
866,890,23,0.04002389486260454,0.16129032258064516,0,0.0
869,333,29,0.26120857699805067,0.07894736842105263,0,0.0
871,1467,14,0.17610513739546,0.1032258064516129,0,0.2
873,845,14,0.09668109668109667,0.06493506493506493,0,0.2
882,996,31,0.1438539989264627,0.08695652173913043,0,0.4
887,5166,32,0.17724867724867724,0.1280148423005566,0,0.0
894,22267,21,0.165990990990991,0.02072072072072072,0,0.0
895,685,30,0.14596949891067537,0.0392156862745098,0,0.4
907,1442,38,0.6473429951690821,0.16521739130434782,0,0.0
908,1476,18,0.17088046129962298,0.029940119760479042,0,0.0
909,7622,46,0.09892392392392393,0.05810810810810811,0,0.6
914,4252,19,0.07931675968205648,0.00684931506849315,0,0.0
915,2137,21,0.24709667294413057,0.00847457627118644,0,0.0
918,803,24,0.031411157993436474,0.06329113924050633,0,0.0
924,1447,26,0.1872816212438854,0.16981132075471697,0,0.0
925,3530,29,0.1339436026936027,0.05397727272727273,0,0.0
934,592,31,0.09544159544159544,0.038461538461538464,0,0.2
939,5982,30,0.157554379776602,0.03318903318903319,0,0.0
941,1582,13,0.2242302543507363,0.060240963855421686,0,0.0
952,2060,12,0.015574151557415155,0.09623430962343096,0,0.2
955,1135,30,0.0,0.02247191011235955,0,0.2
956,690,27,0.42948717948717946,0.019230769230769232,0,0.0
957,1682,24,0.013940907199334166,0.0,0,0.0
960,1864,16,0.0,0.15853658536585366,0,0.0
962,614,24,0.157554379776602,0.12698412698412698,0,0.0
965,3784,12,0.03436954960500667,0.07479224376731301,1,0.0
967,785,26,0.18846694796061886,0.0,0,0.0
970,832,28,0.3101851851851852,0.0,0,0.6
971,4,17,,,0,0.0
978,2454,20,0.07824491157824491,0.04054054054054054,0,0.2
980,396,23,0.29193899782135074,0.0,0,0.2
982,7723,18,0.2383130081300813,0.019308943089430895,0,0.4
986,2378,31,0.032508491023774864,0.07423580786026202,0,0.2
987,928,34,0.025848765432098766,0.07291666666666667,0,0.2
989,1066,22,0.09544159544159544,0.01282051282051282,0,0.2
990,1062,22,0.025321239606953892,0.0,0,0.2
991,833,13,0.0,0.020833333333333332,1,0.2
992,3754,27,0.0308641975308642,0.04228855721393035,0,0.0
993,1952,23,0.1676676676676677,0.0,0,0.0
994,2157,18,0.1596993032636597,0.04455445544554455,0,0.2
995,764,25,0.20679012345679013,0.06666666666666667,0,0.4
1003,366,19,0.07519640852974187,0.06060606060606061,0,0.0
1013,769,29,0.199659429544487,0.011494252873563218,0,0.2
1017,1774,40,0.23567142561555968,0.01675977653631285,0,0.2
1018,1642,24,0.09023569023569024,0.07272727272727272,0,0.0
1027,3391,24,0.2651964942041278,0.1297709923664122,0,0.0
1028,4499,26,0.13940907199334165,0.01348314606741573,0,0.2
1032,1287,24,0.04205900816070308,0.01694915254237288,0,0.0
1035,1509,23,0.0858974358974359,0.023076923076923078,0,0.0
1036,6322,35,0.07353934481594056,0.08966565349544073,0,0.2
1037,4000,16,0.012075335676308913,0.12165450121654502,0,0.0
1038,378,15,0.06530214424951267,0.10526315789473684,0,0.2
1040,6121,23,0.07489380728817349,0.04024144869215292,0,0.2
1046,3156,34,0.29923747276688456,0.10882352941176471,0,0.0
1052,15203,30,0.0015765447785778155,0.0,0,0.0
1055,2417,22,0.022156084656084655,0.09821428571428571,0,0.0
1057,1624,25,0.10527497194163861,0.012121212121212121,0,0.0
1067,871,29,0.02852277564921243,0.0,0,0.0
1069,2518,23,0.15154085383093016,0.0648854961832061,0,0.0
1074,1425,36,0.02255892255892256,0.18181818181818182,0,0.2
1078,3095,28,0.034086284086284085,0.0027472527472527475,0,0.0
1084,1036,31,0.029541446208112873,0.023809523809523808,0,0.2
1088,512,32,0.10559495665878645,0.06382978723404255,0,0.0
1090,806,36,0.14596949891067537,0.4411764705882353,0,0.4
1093,577,32,0.0936408106219427,0.05660377358490566,0,0.0
1096,2145,20,0.0,0.05511811023622047,0,0.0
1103,34,22,0.0,1.0,0,0.2
1105,2520,16,0.05002986857825567,0.04435483870967742,0,0.2
1106,583,32,0.24408014571948997,0.01639344262295082,0,0.2
1110,4707,35,0.1769071576393349,0.007707129094412331,0,0.2
1112,3560,25,0.28797439414723364,0.0049382716049382715,0,0.2
1113,206,10,0.0,0.20833333333333334,0,0.0
1114,851,33,0.08056758056758057,0.1038961038961039,0,0.0
1116,802,30,0.09423347398030943,0.20253164556962025,0,0.4
1117,1220,44,0.18113003514463366,0.0072992700729927005,0,0.2
1118,826,21,0.06362773029439696,0.08974358974358974,0,0.2
1123,333,29,0.26120857699805067,0.07894736842105263,0,0.0
1129,236,16,0.1908831908831909,0.0,0,0.0
1130,2398,18,0.029193899782135074,0.027450980392156862,0,0.2
1134,3533,25,0.0903850870738288,0.029801324503311258,0,0.0
1139,5442,18,0.05715504371934314,0.16314779270633398,0,0.0
1142,1530,24,0.043534762833008445,0.005847953216374269,0,0.6
1144,1440,41,0.0,0.06666666666666667,0,0.2
1145,2017,23,0.14046121593291405,0.031446540880503145,0,0.0
1147,84,24,0.0,1.0,0,0.2
1149,1280,35,0.07352537722908094,0.08888888888888889,0,0.2
1156,2757,35,0.01969429747207525,0.05555555555555555,0,0.0
1157,479,33,0.25451092117758783,0.0,0,0.6
1158,765,23,0.18284600389863545,0.021052631578947368,0,0.2
1168,381,21,0.3676268861454046,0.2962962962962963,0,0.0
1172,470,26,0.15192743764172334,0.02040816326530612,0,0.0
1177,3221,32,0.012284561789512285,0.024752475247524754,0,0.0
1179,5477,12,0.01732273285501907,0.0034904013961605585,0,0.0
1180,2335,29,0.18105229693212527,0.060085836909871244,0,0.0
1181,5874,31,0.19754810676598386,0.019553072625698324,0,0.0
1184,138,20,0.0,0.18181818181818182,0,0.4
1185,1084,19,0.11409110259684972,0.08045977011494253,0,0.0
1186,574,12,0.0,0.23529411764705882,0,0.0
1187,541,27,0.0,0.06976744186046512,1,0.2
1188,2045,31,0.11452991452991454,0.06153846153846154,0,0.0
1190,1840,36,0.013413413413413414,0.03783783783783784,0,0.2
1192,1355,10,0.04002389486260454,0.22580645161290322,0,0.0
1196,60,14,,,0,0.4
1201,2738,27,0.07271740605073938,0.029304029304029304,0,0.2
1202,357,19,0.2255892255892256,0.12121212121212122,0,0.0
1205,431,26,0.1731266149870801,0.16279069767441862,0,0.0
1206,794,18,0.07298474945533769,0.08823529411764706,0,0.0
1211,1904,14,0.013709842439124207,0.03867403314917127,0,0.0
1217,132,26,0.0,0.0,0,0.0
1219,514,4,0.3308641975308642,0.13333333333333333,0,0.0
1229,878,29,0.1579124579124579,0.00909090909090909,0,0.0
1230,799,32,0.04962962962962963,0.02,0,0.2
1235,179,28,0.0,0.2,0,0.2
1241,251,13,0.09925925925925926,0.0,0,0.2
1253,166,34,0.0,0.1,0,0.0
1255,2847,23,0.05317460317460317,0.07142857142857142,0,0.0
1256,2075,31,0.0975254730713246,0.07860262008733625,0,0.0
1259,1990,26,0.18021932547072214,0.07262569832402235,0,0.2
1266,548,32,0.06203703703703704,0.1,0,0.4
1274,854,29,0.10060060060060061,0.04054054054054054,0,0.0
1276,2178,43,0.0,0.2589928057553957,0,0.2
1277,2418,21,0.0811699550017307,0.19626168224299065,0,0.0
1280,5066,27,0.024914472705637365,0.1285140562248996,0,0.0
1283,801,21,0.030635573845450386,0.06172839506172839,0,0.2
1284,1751,29,0.017981749865807837,0.08695652173913043,1,0.2
1285,2336,11,0.08641975308641976,0.03482587064676617,0,0.0
1290,5125,14,0.19971681943512928,0.05030181086519115,0,0.0
1291,1681,29,0.029718341095586607,0.04790419161676647,0,0.0
1292,1084,19,0.11409110259684972,0.08045977011494253,0,0.0
1293,535,36,0.13060428849902533,0.2631578947368421,0,0.0
1296,1254,18,0.23132454488386692,0.09322033898305085,0,0.0
1303,1361,27,0.050642479213907785,0.0,0,0.4
1304,589,27,0.04205900816070308,0.05084745762711865,0,0.0
1311,1458,6,0.0,0.15517241379310345,0,0.0
1313,629,21,0.04682040531097135,0.03773584905660377,0,0.2
1314,543,28,0.06530214424951267,0.0,0,0.0
1315,714,29,0.0,0.06060606060606061,0,0.4
1320,650,23,0.0,0.2,0,0.0
1327,4,28,,,0,0.4
1340,520,30,0.0,0.075,0,0.6
1341,61,18,0.0,0.0,0,0.0
1344,999,27,0.02456912357902457,0.21782178217821782,0,0.0
1345,2988,18,0.12455312455312455,0.011583011583011582,0,0.0
1346,5854,28,0.017884551217884553,0.05225225225225225,0,0.0
1347,458,26,0.0,0.04878048780487805,0,0.0
1352,1546,23,0.10401419383455311,0.10179640718562874,0,0.0
1355,135,25,0.0,0.14285714285714285,1,0.0
1357,669,30,0.0,0.2037037037037037,1,0.6
1360,287,20,0.0,0.0,0,0.4
1362,2897,23,0.008527427771414025,0.058419243986254296,0,0.0
1365,863,27,0.10634920634920635,0.02857142857142857,0,0.0
1369,956,32,0.48028673835125446,0.053763440860215055,0,0.0
1373,214,20,0.06530214424951267,0.05263157894736842,0,0.0
1374,780,22,0.07407407407407407,0.014925373134328358,0,0.0
1375,920,27,0.03446502057613168,0.06944444444444445,0,0.2
1380,141,32,0.0,0.0,0,0.4
1389,1283,28,0.17568010488364472,0.061946902654867256,0,0.6
1392,1970,17,0.17457658663688813,0.005025125628140704,0,0.0
1394,135,21,0.0,0.1,0,0.0
1404,1163,22,0.050130939019827916,0.0707070707070707,0,0.0
1425,5664,28,0.15290818988002086,0.01936619718309859,0,0.0
1430,3002,43,0.07140953903543833,0.0683453237410072,0,0.0
1431,3340,12,0.025321239606953892,0.006802721088435374,0,0.0
1433,340,31,0.17113665389527458,0.20689655172413793,0,0.4
1435,887,30,0.0,0.02197802197802198,0,0.2
1437,2514,21,0.021300270227308855,0.0944206008583691,0,0.0
1447,2916,11,0.08237282926079606,0.02074688796680498,0,0.0
1448,347,44,0.0,0.0,0,0.2
1454,899,30,0.26120857699805067,0.11842105263157894,0,0.0
1457,2913,20,0.15818208646893905,0.0796812749003984,0,0.2
1458,563,25,0.0,0.3333333333333333,0,0.2
1461,451,18,0.05770887166236004,0.046511627906976744,0,0.2
1467,1312,4,0.09423347398030943,0.006329113924050633,0,0.0
1468,1304,24,0.16654238130748197,0.03355704697986577,0,0.2
1469,140,27,0.27572016460905346,0.0,0,0.4
1470,806,17,0.0,0.1875,0,0.0
1472,1527,20,0.02102950408035154,0.16101694915254236,0,0.0
1476,687,35,0.09190672153635115,0.037037037037037035,0,0.0
1479,4145,20,0.05795391994967366,0.021231422505307854,0,0.0
1481,766,20,0.06282231598687295,0.02531645569620253,0,0.0
1482,841,17,0.12046026609133405,0.019417475728155338,0,0.0
1483,848,11,0.0,0.07142857142857142,0,0.2
1485,5653,31,0.06929093142007628,0.13089005235602094,0,0.0
1487,3594,10,0.02860497384993062,0.11815561959654179,0,0.0
1493,2278,24,0.10924761239226648,0.05660377358490566,0,0.6
1495,7328,17,0.04079147640791476,0.026027397260273973,0,0.0
1497,229,30,0.49629629629629635,0.2,0,0.0
1499,5198,35,0.06792376317923764,0.11861313868613138,0,0.6
1504,786,28,0.23633156966490299,0.1111111111111111,0,0.0
1510,3909,24,0.19135802469135801,0.09950248756218906,0,0.0
1520,3487,25,0.06127114769090077,0.5802469135802469,0,0.4
1522,5507,23,0.023558368495077357,0.09335443037974683,0,0.0
1526,1243,18,0.04135802469135803,0.16666666666666666,0,0.0
1527,1130,28,0.08271604938271605,0.011111111111111112,0,0.2
1530,1040,21,0.0,0.05555555555555555,0,0.0
1534,2191,18,0.1838134430727023,0.0,0,0.0
1543,3821,7,0.18479117415287627,0.005319148936170213,0,0.0
1544,1514,26,0.0,0.11643835616438356,0,0.0
1545,1165,28,0.0,0.043478260869565216,0,0.2
1546,2140,18,0.04024024024024024,0.08108108108108109,0,0.0
1550,2671,25,0.21803812180381216,0.06694560669456066,0,0.0
1551,770,14,0.11631944444444445,0.0625,0,0.0
1553,2001,34,0.16113516113516113,0.14935064935064934,0,0.4
1555,1596,38,0.08203244566880931,0.01652892561983471,0,0.8
1559,1234,31,0.09847148736037624,0.03968253968253968,0,0.2
1566,1560,16,0.05424003238210889,0.03278688524590164,0,0.4
1569,5078,35,0.10376301568472386,0.14412811387900357,0,0.2
1570,2208,31,0.024328249818445898,0.07352941176470588,0,0.0
1571,1327,34,0.037315510999721524,0.022556390977443608,0,0.0
1580,2584,34,0.2189542483660131,0.029411764705882353,0,0.0
1587,2030,29,0.13648148148148148,0.065,0,0.0
1590,1226,24,0.391812865497076,0.06766917293233082,1,0.4
1591,5507,38,0.17250940780352544,0.0142602495543672,0,0.2
1595,1207,22,0.021767381416504222,0.03508771929824561,0,0.0
1601,616,35,0.09190672153635115,0.07407407407407407,0,0.0
1602,726,25,0.10559495665878645,0.14893617021276595,0,0.6
1603,140,24,0.0,0.11764705882352941,0,0.0
1607,149,15,0.0,0.2,0,0.0
1610,543,28,0.0,0.08,1,0.6
1611,1300,37,0.12924382716049385,0.23958333333333334,0,0.0
1617,4277,24,0.10111763746124978,0.23127753303964757,0,0.0
1624,379,36,0.0,0.10344827586206896,1,0.4
1625,4655,11,0.05098934550989345,0.0821917808219178,0,0.0
1630,35,7,0.0,0.0,0,0.2
1634,1739,34,0.0,0.03636363636363636,0,0.0
1636,3459,34,0.2641352837431269,0.0196078431372549,0,0.0
1639,1759,29,0.14814814814814814,0.014925373134328358,0,0.0
1640,1129,22,0.02386039886039886,0.2692307692307692,0,0.0
1643,1343,14,0.20970266040688576,0.035211267605633804,0,0.0
1645,568,13,0.0,0.02,0,0.0
1650,3023,28,0.11353183248608084,0.0032679738562091504,0,0.2
1654,1689,35,0.26120857699805067,0.0,0,0.0
1656,953,15,0.07674684994272624,0.020618556701030927,0,0.0
1665,624,26,0.1127946127946128,0.045454545454545456,0,0.2
1671,524,37,0.05394524959742351,0.10869565217391304,0,0.6
1679,692,62,0.15039281705948374,0.13636363636363635,0,0.2
1681,262,27,0.0,0.0,0,0.4
1683,960,24,0.08862433862433862,0.03571428571428571,0,0.0
1684,298,20,0.3201911589008363,0.1935483870967742,0,0.2
1686,1100,34,0.23330167774612218,0.29914529914529914,0,0.0
1687,1638,44,0.11746657900504054,0.15384615384615385,0,0.0
1688,2953,29,0.28133074935400515,0.055232558139534885,0,0.0
1690,156,35,0.27572016460905346,0.4444444444444444,1,0.4
1701,3974,23,0.09085515721671328,0.038901601830663615,0,0.0
1702,1488,27,0.039078448527267426,0.047244094488188976,0,0.0
1709,243,18,0.0,0.05555555555555555,0,0.0
1710,3583,23,0.2375886524822695,0.013297872340425532,0,0.0
1715,4328,27,0.10170006071645415,0.00273224043715847,0,0.0
1720,2815,44,0.06893004115226337,0.07098765432098765,0,0.0
1722,2313,26,0.20423715896966926,0.08641975308641975,0,0.0
1734,2350,18,0.43920026220911174,0.04424778761061947,0,0.0
1738,1108,34,0.08180708180708181,0.02197802197802198,0,0.6
1741,561,19,0.0,0.0,0,0.0
1745,744,24,0.07519640852974187,0.0,0,0.0
1749,6146,50,0.14261387824606214,0.0049261083743842365,0,0.0
1754,2074,23,0.05196819856505721,0.05759162303664921,0,0.0
1758,2627,28,0.31753554502369663,0.04739336492890995,0,0.0
1759,2706,25,0.11580246913580247,0.04,0,0.0
1760,460,31,0.23633156966490299,0.023809523809523808,0,0.4
1762,932,20,0.03817663817663818,0.03076923076923077,1,0.4
1763,1739,30,0.45971668880035416,0.055776892430278883,0,0.2
1765,6025,30,0.15349369988545247,0.03436426116838488,0,0.0
1767,2552,30,0.1234567901234568,0.014925373134328358,0,0.0
1776,883,18,0.20435729847494552,0.058823529411764705,0,0.2
1781,1446,30,0.032651072124756333,0.1118421052631579,0,0.6
1785,484,23,0.04962962962962963,0.22,0,0.4
1787,2422,14,0.1845204178537512,0.08717948717948718,0,0.4
1789,1587,18,0.014770723104056437,0.0,0,0.2
1790,1214,12,0.319047619047619,0.09285714285714286,0,0.4
1793,6596,25,0.12772331154684094,0.08088235294117647,0,0.2
1795,661,31,0.30180180180180183,0.10810810810810811,0,0.0
1805,129,25,0.0,0.0,0,0.0
